No.;No. Abklatsch;No. Graf (No. Makam);Kode Katalog;Sisi Nisan;Kondisi;Tanggal Pembuatan;Tempat Penemuan;Kota/Kabupaten;Kecamatan;Mukim;Gampong;Meunasah;Bentuk Umum;Tinggi;Lebar;Posisi;Bentuk;Motif;Ukuran (cm);Jenis Nisan;Isi Inkripsi;Aksara;Bahasa;Khat;Tanggal Pendataan;BOKS;Tanggal Masuk Boks;Keterangan
322;1225;LI;;6 Barat;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;59;19;Bawah;Panil;Floral;15,5X5,5;Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;07-May-24;Boks 4;24-Oct-24;
323;1226;LI;;7 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;55;30;"Atas;Bawah";Vas & Panil;Floral;"10x12;27x7";Kaligrafi & Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;02-May-24;Boks 4;24-Oct-24;
324;1229;LIII;;1 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;44;16;"Atas;Bawah";Vas & Panil;Floral;"15x11,5;24,5x7";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;30-May-24;Boks 4;24-Oct-24;
325;1231;LIII;;3 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;27;"Atas;Bawah";Vas & Panil;Floral;"11x8;26x7";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;30-May-24;Boks 4;24-Oct-24;
326;1232;LIII;;4 Barat;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;44;16;Seluruh Sisi;Panil;Floral & Roset;"29x8,5;13x7";Hiasan;-;-;Arab;-;29-Apr-24;Boks 4;24-Oct-24;
327;1233;LIII;;5 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;53;27;"Atas;Bawah";Vas & Panil;Floral;"12x11;24,5x7";Kaligrafi & Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;29-Apr-24;Boks 4;24-Oct-24;
328;1234;LIII;;6 Barat;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;41;15;Seluruh Sisi;Panil;Floral & Roset;"28x8,5; 12,5x7";Hiasan;-;-;Arab;-;29-Apr-24;Boks 4;24-Oct-24;
329;1235;LIII;;7 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;53;27;"Atas;Bawah";Vas & Panil;Floral;"12x11;24,5x7";Kaligrafi & Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;29-Apr-24;Boks 4;24-Oct-24;
330;1237;LIV;abk.ach.bm.tdb.liv;1 Utara;Baik;1913 Juli ;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;27;"Atas;Bawah";Vas & Panil;Floral;11x9;Kaligrafi & Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;29-Apr-24;Boks 4;24-Oct-24;
331;1238;LIV;abk.ach.bm.tdb.liv;2 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;45;16;"Atas;Bawah";Panil;Floral & Geometris;"30x8;13x6";Hiasan;-;-;Arab;-;29-Apr-24;Boks 4;24-Oct-24;
332;1239;LIV;abk.ach.bm.tdb.liv;3 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;54;27;"Atas;Bawah";Vas & Panil;Floral;"11x8;25x7";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;06-May-24;Boks 4;24-Oct-24;
333;1240;LIV;abk.ach.bm.tdb.liv;4 Barat;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;45;16;"Atas;Bawah";Panil;Floral & Geometris;"30x8;13x6";Hiasan;-;-;Arab;-;29-Apr-24;Boks 4;24-Oct-24;
334;1241;LIV;abk.ach.bm.tdb.liv;5 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;53;27;"Atas;Bawah";Vas & Panil;Floral;"11x8;25x7";Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;06-May-24;Boks 4;24-Oct-24;
335;1242;LIV;abk.ach.bm.tdb.liv;6 Barat;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;44;16;"Tengah;Bawah";Panil;Floral dan Geometris;"30x9;13x6,5";Hiasan;-;-;-;-;07-May-24;Boks 4;24-Oct-24;
336;1243;LIV;abk.ach.bm.tdb.liv;7 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;53;26;"Atas;Bawah";Vas & Panil;Floral;"18,5x12;12,5x7";Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;06-May-24;Boks 4;24-Oct-24;
337;1244;LIV;abk.ach.bm.tdb.liv;8 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;44;16;"Atas;Bawah";Panil;Floral & Geometris;"30,5x8,5;13x7";Hiasan;-;-;-;-;30-May-24;Boks 4;24-Oct-24;
338;1245;LV;;1 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;27;"Atas;Bawah";Vas & Panil;Floral & Geometris;"11x7,5;25x7";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;-;06-May-24;Boks 4;24-Oct-24;
339;1246;LV;;2 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;54;15;"Atas;Bawah";Bunga & Panil;Floral & Geometris;"9x7,5;12,5x7";Kaligrafi dan Hiasan;Pujian;Arab;Arab;Tsuluts;30-May-24;Boks 4;24-Oct-24;
340;1247;LV;;3 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;51;26;"Atas;Bawah";Vas & Panil;Floral & Geometris;"18x12;25x7";Kaligrafi & Hiasan;Ayat Al-Quran;Arab;Arab;-;02-May-24;Boks 4;24-Oct-24;
341;1248;LV;;4 Barat;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;55;16;"Atas;Bawah";Mahkota & Panil;Floral dan Geometris;"7,5x8;12,5x7";Kaligrafi dan Hiasan;Pujian;Arab;Arab;Tsuluts;14-May-24;Boks 4;24-Oct-24;
342;1249;LV;;5 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;51;27;"Atas;Bawah";Vas & Panil;Floral & Geometris;"16x12;25x7";Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;30-May-24;Boks 4;24-Oct-24;
343;1251;LV;;7 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;51;27;"Atas;Bawah";Vas & Panil;Floral & Geometris;"12x12;25x7";Kaligrafi & Hiasan;Ayat Al-Quran;Arab;Arab;-;02-May-24;Boks 4;24-Oct-24;
344;1252;LV;;8 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;55;15;"Atas;Bawah";Bunga & Panil;Floral & Geometris;"8x9;12,5x7";Kaligrafi & Hiasan;-;Arab;Arab;-;02-May-24;Boks 4;24-Oct-24;
345;1253;LVI;;1 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;54;27;"Atas;Bawah";Vas & Panil;Floral & Roset;"12x9;25x6";Kaligrafi & Hiasan;Kalimat Syhadat;Arab;Arab;-;29-Apr-24;Boks 4;24-Oct-24;
346;1254;LVI;;2 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;62;14;Bawah;Panil;Floral & Roset;13x6;Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;30-May-24;Boks 4;24-Oct-24;
347;1255;LVI;;1 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;14;Bawah;Panil;Floral & Roset;13x5,5;Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;30-May-24;Boks 4;24-Oct-24;
348;1256;LVI;;3 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;26;"Atas;Bawah";Vas & Panil;Floral & Roset;"7x 12; 26 x 8";Kaligrafi & Hiasan;Kalimat Syhadat;Arab;Arab;-;29-Apr-24;Boks 4;24-Oct-24;
349;1257;LV;;5 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;26;"Atas;Bawah";Vas & Panil;Floral & Geometris;"18x12;25x6";Kaligrafi & Hiasan;-;Arab;Arab;-;02-May-24;Boks 4;24-Oct-24;
350;1258;LVI;;6 Barat;Baik ;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi panjang;55;13;Bawah;Panil;Floral & Roset;12x5;Kaligrafi & Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;02-May-24;Boks 4;24-Oct-24;
351;1259;LVI;;8 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;64;14;Bawah;Panil;Floral & Roset;13x6;Kaligrafi & Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;02-May-24;Boks 4;24-Oct-24;
352;1260;LVI;;7 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;53;27;"Atas;Bawah";Vas & Panil;Floral & Roset;"13x13;25x6";Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;07-May-24;Boks 4;24-Oct-24;
353;1261;LVII;;1 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;25;"Atas;Bawah";Vas & Panil;Floral & Roset;"18x14;25x6";Kaligrafi & Hiasan;Kalimat Syhadat;Arab;Arab;Tsuluts;02-May-24;Boks 4;24-Oct-24;
354;1262;LVII;;2 Timur;Cukup Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;55;14;Bawah;Panil;Floral & Roset;12x6;Kaligrafi & Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;02-May-24;Boks 4;24-Oct-24;
355;1263;LVII;;4 Barat;Cukup Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;55;14;Bawah;Panil;Floral & Roset;12x6;Kaligrafi & Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;02-May-24;Boks 4;24-Oct-24;
356;1264;LVII;;3 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;26;"Atas;Bawah";Vas & Panil;Floral & Roset;"13x13;24,5x5,5";Kaligrafi & Hiasan;Kalimat Syhadat;Arab;Arab;-;02-May-24;Boks 4;24-Oct-24;
357;1265;LVII;;5 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;26;"Atas;Bawah";Vas & Panil;Floral & Roset;"18x12;24x5";Kaligrafi & Hiasan;-;Arab;Arab;-;02-May-24;Boks 4;24-Oct-24;
358;1266;LVII;;6 Barat;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;54;14;Bawah;Panil;Floral & Roset;12,5x6;Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;07-May-24;Boks 4;24-Oct-24;
359;1267;LVII;;8 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;54;14;"Atas;Bawah";Panil;Floral & Roset;"12x6;13x6";Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;07-May-24;Boks 4;24-Oct-24;
360;1268;LVII;;7 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;26;"Atas;Bawah";Vas & Panil;Floral & Roset;"12x12;24,5x5,5";Kaligrafi & Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;02-May-24;Boks 4;24-Oct-24;
361;1269;LVIII;;1 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;57;29;"Atas;Bawah";Vas & Panil;Floral;"19x12;27x7";Kaligrafi & Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;29-Apr-24;Boks 4;24-Oct-24;
362;1270;LVIII;;2 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;57;28;Bawah;Panil;Floral;17,5x7,5;Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;07-May-24;Boks 4;24-Oct-24;
363;1271;LVIII;;3 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;57;28;"Atas;Bawah";Vas & Panil;Floral;"19x12;27x7";Kaligrafi & Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;02-May-24;Boks 4;24-Oct-24;
364;1273;LVIII;;5 Selatan;Cukup Baik;1913 Juli;Makam Toenge di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;57;29;"Atas;Bawah";Vas & Panil;Floral;"13x7;27x7";Kaligrafi dan Hiasan;;Arab;Arab;-;11-Jun-24;Boks 4;24-Oct-24;
365;1274;LVIII;;6 Barat;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;60,5;18,5;Bawah;Panil;Floral;17,5x7,5;Kaligrafi dan Hiasan;Pertanggalan;Arab;Arab;Tsuluts;30-May-24;Boks 4;24-Oct-24;
366;1275;LVIII;;7 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;57;29;"Atas;Bawah";Vas & Panil;Floral;"13,5x12,5;27x7";Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;30-May-24;Boks 4;24-Oct-24;
367;1276;LV;;8 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;60;19;Bawah;Panil;Floral;17x7;Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;07-May-24;Boks 4;24-Oct-24;
368;1278;LX;;1 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;56;29;"Atas;Bawah";Vas;-;11,5x11;Kaligrafi dan Hiasan;Kalimat Syhadat & Ayat Al-Quran ;Arab;Arab;Tsuluts;06-May-24;Boks 4;24-Oct-24;
369;1279;LX;;2 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;36;16;-;-;-;-;Kaligrafi;Pujian;Arab;Arab;Tsuluts;07-May-24;Boks 4;24-Oct-24;
370;1280;LXI;;3 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;57;26;Atas;Vas;-;11x11;Kaligrafi dan Hiasan;Kalimat Syahadat dan Ayat Al-Quran;Arab;Arab;Tsuluts;30-May-24;Boks 4;24-Oct-24;
371;1282;LX;;1-3 Utara-Selatan;Rusak;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;68;18;-;-;-;-;Kaligrafi;Pujian;Arab;Arab;Tsuluts;06-May-24;Boks 4;24-Oct-24;Nisan Tersambung
372;1283;LX;;5 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;55;29;Atas;Vas;-;11x11;Kaligrafi & Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;29-Apr-24;Boks 4;24-Oct-24;
373;1285;LX;;7 Utara;Baik;1913 Juli ;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;30;15;-;-;-;-;Kaligrafi;Kalimat Penjelasan;Arab;Arab;Tsuluts;29-Apr-24;Boks 4;24-Oct-24;
374;1286;LX;;8 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;30;Atas;Vas;-;11x11;Kaligrafi & Hiasan;Nama Tokoh dan Pertanggalan;Arab;Arab;Tsuluts;29-Apr-24;Boks 4;24-Oct-24;
375;1287;LX;;7-5 Tengah;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;69;16;-;-;-;-;Kaligrafi;Syair dan Puisi;Arab;Arab;Tsuluts;29-Apr-24;Boks 4;24-Oct-24;
376;1288;LXI;;1 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;27;Atas;Vas;-;10x12;Kaligrafi dan Hiasan;Kalimat Syhadat & Ayat Al-Quran ;Arab;Arab;Tsuluts;06-May-24;Boks 4;24-Oct-24;
377;1290;LXI;;3 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;52;28;Atas;Vas;-;12x10;Kaligrafi dan Hiasan;Kalimat Syhadat & Ayat Al-Quran ;Arab;Arab;Tsuluts;06-May-24;Boks 4;24-Oct-24;
378;1291;LXI;;4 Barat;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;29;15;-;-;-;-;Kaligrafi;Ayat Al-Quran;Arab;Arab;-;30-Apr-24;Boks 4;24-Oct-24;
379;1292;LXI;;4 Barat-Puncak-2 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;14;55;-;-;-;-;Kaligrafi;Ayat Al-Quran;Arab;Arab;Tsuluts;28-May-24;Boks 4;24-Oct-24;
380;1293;LXI;;5 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;51;29;Atas;Vas;-;10x12;Kaligrafi & Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;29-Apr-24;Boks 4;24-Oct-24;
381;1295;LXI;;7 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;51;28;Atas;Vas;-;10x12;Kaligrafi & Hiasan;Nama Tokoh dan Pertanggalan;Arab;Arab;Tsuluts;29-Apr-24;Boks 4;24-Oct-24;
382;1296;LXI;;8 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;29;14;-;-;-;-;Kaligrafi;Syair dan Puisi;Arab;Arab;Tsuluts;07-May-24;Boks 4;24-Oct-24;
383;1298;LXII;;1 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;29;"Atas;Bawah";Vas & Panil;Floral;12x13;Kaligrafi & Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;29-Apr-24;Boks 4;24-Oct-24;
384;1300;LXII;;3 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;29;"Atas;Bawah";Vas & Panil;Floral;"12x3;26,5x7";Kaligrafi & Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;29-Apr-24;Boks 4;24-Oct-24;
385;1302;LXII;;5 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;52;28;"Atas;Bawah";Vas & Panil;Floral;12x13;Kaligrafi & Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;02-May-24;Boks 4;24-Oct-24;
386;1304;LXII;;7 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;53;29;"Atas;Bawah";Vas & Panil;Floral;"19x12;25,5x6,5";Kaligrafi dan Hiasan;Nama Tokoh dan Pertanggalan;Arab;Arab;Tsuluts;06-May-24;Boks 4;24-Oct-24;
387;1305;LXII;;8 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;55,5;16;"Atas;Bawah";Vas & Panil;Floral;"8x9;13x7";Kaligrafi dan Hiasan;Pertanggalan;Arab;Arab;Tsuluts;07-May-24;Boks 4;24-Oct-24;
388;1307;-;;2 Timur;Cukup Baik;1914 Februari 23;Makam Toengoe di Meurah;Aceh Utara;Nibong;Kroeëng Pase;Madi;-;Persegi Panjang;54;18;-;-;-;-;Kaligrafi;Syair dan Puisi;Arab;Arab;-;14-May-24;Boks 4;24-Oct-24;
389;1308;-;;Puncak + 4 Barat;Cukup Baik;1914 Februari 23;Makam Toengoe di Meurah;Aceh Utara;Nibong;Kroeëng Pase;Madi;-;Persegi Panjang;54;18;-;-;-;-;Kaligrafi;Syair dan Puisi;Arab;Arab;-;14-May-24;Boks 4;24-Oct-24;
390;1309;-;;3 Selatan;Baik;1914 Februari 23;Makam Toengoe di Meurah;Aceh Utara;Nibong;Kroeëng Pase;Madi;-;Stele;51;35;Seluruh Sisi;Bingkai;Floral & Geometris;43x29;Kaligrafi dan Hiasan;-;Arab;Arab;-;14-May-24;Boks 4;24-Oct-24;
391;1310;-;;5 selatan;Baik;1914 Februari 23;Makam Toengoe di Meurah;Aceh Utara;Nibong;Kroeëng Pase;Madi;-;Stele;50;35;Seluruh Sisi;Bingkai;Floral & Geometris;42,5x28,5;Kaligrafi dan Hiasan;-;Arab;Arab;-;14-May-24;Boks 4;24-Oct-24;
392;1311;-;;6 Barat;Baik;1914 Februari 23;Makam Toengoe di Meurah;Aceh Utara;Nibong;Kroeëng Pase;Maddi;Maddi;Persegi Panjang;55;16;-;-;-;-;Kaligrafi;-;Arab;Arab;-;10-Jun-24;Boks 4;24-Oct-24;
393;1312;-;;8 Timur;Baik;1914 Februari 23;Makam Toengoe di Meurah;Aceh Utara;Nibong;Kroeëng Pase;Maddi;Maddi;Persegi Panjang;55;16;-;-;-;-;Kaligrafi;-;Arab;Arab;-;10-Jun-24;Boks 4;24-Oct-24;
394;1313;-;;5 selatan;Baik;1914 Februari 23;Makam Toengoe di Meurah;Aceh Utara;Nibong;Kroeëng Pase;Madi;-;Stele;50;35;Seluruh Sisi;Bingkai;Floral & Geometris;42x29;Kaligrafi dan Hiasan;-;Arab;Arab;-;15-May-24;Boks 4;24-Oct-24;
395;1315;O;;2 Timur;Baik;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;38;28;Atas;Mahkota;Floral;20x6;Kaligrafi dan Hiasan;-;Arab;Arab;-;22-May-24;Boks 5;24-Oct-24;
396;1320;II;;7 Utara;Baik;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;37;28;Atas;Mahkota;Floral;21x6;Kaligrafi dan Hiasan;-;Arab;Arab;-;22-May-24;Boks 5;24-Oct-24;
397;1325;II;;8 Timur;Baik;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;38;28;Atas;Mahkota;Floral;22x6;Kaligrafi dan Hiasan;-;Arab;Arab;-;22-May-24;Boks 5;24-Oct-24;
398;1330;III;;1 Utara;Baik;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;51;14;-;-;-;-;Kaligrafi;-;Arab;Arab;-;22-May-24;Boks 5;24-Oct-24;
399;1331;III;;2 Timur;Baik;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;50;14;-;-;-;-;Kaligrafi;-;Arab;Arab;-;22-May-24;Boks 5;24-Oct-24;
400;1332;III;;3 Selatan;Baik;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;53;14;-;-;-;-;Kaligrafi;-;Arab;Arab;-;22-May-24;Boks 5;24-Oct-24;
401;1333;III;;4 Barat;Baik;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;50;14;-;-;-;-;Kaligrafi;-;Arab;Arab;-;22-May-24;Boks 5;24-Oct-24;
402;1337;V;;8 Timur;Baik;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;39;35;Atas;Mahkota;Floral;25x8;Kaligrafi dan Hiasan;-;Arab;Arab;-;22-May-24;Boks 5;24-Oct-24;
403;1338;VII;;5 Selatan;Baik;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;47,5;35;Atas;Mahkota;Floral;23,5x11;Kaligrafi dan Hiasan;-;Arab;Arab;-;22-May-24;Boks 5;24-Oct-24;
