nomor_abklats;nomor_graf;sisi_nisan;kondisi;tanggal_pembuatan;tempat_penemuan;kota;kecamatan;mukim;gampong;meunasah;bentuk_umum;panjang;lebar;ornamentasi_posisi;ornamentasi_bentuk;ornamentasi_motif;ornamentasi_ukuran;jenis_nisan;tanggal_pendataan;boks_penyimpanan
1205;XLIX;2 Timur;2 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;59;17;Bawah;Panil;Floral;14x6;Kaligrafi & Hiasan;02-May-24;Boks 4
1210;XLIX;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;54;29;"Atas;Bawah";Vas & Panil;Floral;"8,5x12;27x6";Kaligrafi dan Hiasan;06-May-24;Boks 4
1215;L;4 Barat;4 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;61;19;Bawah;Panil;Floral;7x16;Kaligrafi & Hiasan;29-Apr-24;Boks 4
1217;L;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;69;16;Bawah;Panil;Floral;7x16;Kaligrafi & Hiasan;29-Apr-24;Boks 4
1219;L;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;58;10;Bawah;Panil;Floral;15,5x6,5;Kaligrafi dan Hiasan;06-May-24;Boks 4
1220;LI;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;30;"Atas;Bawah";Vas & Panil;Floral;"9x11;27x6";Kaligrafi & Hiasan;29-Apr-24;Boks 4
1221;LI;2 Timur;2 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;60;18;Bawah;Panil;Floral;15x7,5;Kaligrafi & Hiasan;02-May-24;Boks 4
1222;LI;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;30;"Atas;Bawah";Vas & Panil;Floral;"9x11;27x6";Kaligrafi & Hiasan;29-Apr-24;Boks 4
1224;LI;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;30;"Atas;Bawah";Vas & Panil;Floral;"10x12;27x7";Kaligrafi & Hiasan;29-Apr-24;Boks 4
1225;LI;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;59;19;Bawah;Panil;Floral;15,5X5,5;Kaligrafi dan Hiasan;07-May-24;Boks 4
1226;LI;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;55;30;"Atas;Bawah";Vas & Panil;Floral;"10x12;27x7";Kaligrafi & Hiasan;02-May-24;Boks 4
1229;LIII;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;44;16;"Atas;Bawah";Vas & Panil;Floral;"15x11,5;24,5x7";Kaligrafi dan Hiasan;30-May-24;Boks 4
1231;LIII;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;27;"Atas;Bawah";Vas & Panil;Floral;"11x8;26x7";Kaligrafi dan Hiasan;30-May-24;Boks 4
1232;LIII;4 Barat;4 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;44;16;Seluruh Sisi;Panil;Floral & Roset;"29x8,5;13x7";Hiasan;29-Apr-24;Boks 4
1233;LIII;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;53;27;"Atas;Bawah";Vas & Panil;Floral;"12x11;24,5x7";Kaligrafi & Hiasan;29-Apr-24;Boks 4
1234;LIII;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;41;15;Seluruh Sisi;Panil;Floral & Roset;"28x8,5; 12,5x7";Hiasan;29-Apr-24;Boks 4
1235;LIII;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;53;27;"Atas;Bawah";Vas & Panil;Floral;"12x11;24,5x7";Kaligrafi & Hiasan;29-Apr-24;Boks 4
1237;LIV;1 Utara;1 Utara;1913 Juli ;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;27;"Atas;Bawah";Vas & Panil;Floral;11x9;Kaligrafi & Hiasan;29-Apr-24;Boks 4
1238;LIV;2 Timur;2 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;45;16;"Atas;Bawah";Panil;Floral & Geometris;"30x8;13x6";Hiasan;29-Apr-24;Boks 4
1239;LIV;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;54;27;"Atas;Bawah";Vas & Panil;Floral;"11x8;25x7";Kaligrafi dan Hiasan;06-May-24;Boks 4
1240;LIV;4 Barat;4 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;45;16;"Atas;Bawah";Panil;Floral & Geometris;"30x8;13x6";Hiasan;29-Apr-24;Boks 4
1241;LIV;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;53;27;"Atas;Bawah";Vas & Panil;Floral;"11x8;25x7";Kaligrafi dan Hiasan;06-May-24;Boks 4
1242;LIV;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;44;16;"Tengah;Bawah";Panil;Floral dan Geometris;"30x9;13x6,5";Hiasan;07-May-24;Boks 4
1243;LIV;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;53;26;"Atas;Bawah";Vas & Panil;Floral;"18,5x12;12,5x7";Kaligrafi dan Hiasan;06-May-24;Boks 4
1244;LIV;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;44;16;"Atas;Bawah";Panil;Floral & Geometris;"30,5x8,5;13x7";Hiasan;30-May-24;Boks 4
1245;LV;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;27;"Atas;Bawah";Vas & Panil;Floral & Geometris;"11x7,5;25x7";Kaligrafi dan Hiasan;06-May-24;Boks 4
1246;LV;2 Timur;2 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;54;15;"Atas;Bawah";Bunga & Panil;Floral & Geometris;"9x7,5;12,5x7";Kaligrafi dan Hiasan;30-May-24;Boks 4
1247;LV;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;51;26;"Atas;Bawah";Vas & Panil;Floral & Geometris;"18x12;25x7";Kaligrafi & Hiasan;02-May-24;Boks 4
1248;LV;4 Barat;4 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;55;16;"Atas;Bawah";Mahkota & Panil;Floral dan Geometris;"7,5x8;12,5x7";Kaligrafi dan Hiasan;14-May-24;Boks 4
1249;LV;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;51;27;"Atas;Bawah";Vas & Panil;Floral & Geometris;"16x12;25x7";Kaligrafi dan Hiasan;30-May-24;Boks 4
1251;LV;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;51;27;"Atas;Bawah";Vas & Panil;Floral & Geometris;"12x12;25x7";Kaligrafi & Hiasan;02-May-24;Boks 4
1252;LV;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;55;15;"Atas;Bawah";Bunga & Panil;Floral & Geometris;"8x9;12,5x7";Kaligrafi & Hiasan;02-May-24;Boks 4
1253;LVI;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;54;27;"Atas;Bawah";Vas & Panil;Floral & Roset;"12x9;25x6";Kaligrafi & Hiasan;29-Apr-24;Boks 4
1254;LVI;2 Timur;2 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;62;14;Bawah;Panil;Floral & Roset;13x6;Kaligrafi dan Hiasan;30-May-24;Boks 4
1255;LVI;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;14;Bawah;Panil;Floral & Roset;13x5,5;Kaligrafi dan Hiasan;30-May-24;Boks 4
1256;LVI;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;26;"Atas;Bawah";Vas & Panil;Floral & Roset;"7x 12; 26 x 8";Kaligrafi & Hiasan;29-Apr-24;Boks 4
1257;LV;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;26;"Atas;Bawah";Vas & Panil;Floral & Geometris;"18x12;25x6";Kaligrafi & Hiasan;02-May-24;Boks 4
1258;LVI;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi panjang;55;13;Bawah;Panil;Floral & Roset;12x5;Kaligrafi & Hiasan;02-May-24;Boks 4
1259;LVI;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;64;14;Bawah;Panil;Floral & Roset;13x6;Kaligrafi & Hiasan;02-May-24;Boks 4
1260;LVI;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;53;27;"Atas;Bawah";Vas & Panil;Floral & Roset;"13x13;25x6";Kaligrafi dan Hiasan;07-May-24;Boks 4
1261;LVII;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;25;"Atas;Bawah";Vas & Panil;Floral & Roset;"18x14;25x6";Kaligrafi & Hiasan;02-May-24;Boks 4
1262;LVII;2 Timur;2 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;55;14;Bawah;Panil;Floral & Roset;12x6;Kaligrafi & Hiasan;02-May-24;Boks 4
1263;LVII;4 Barat;4 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;55;14;Bawah;Panil;Floral & Roset;12x6;Kaligrafi & Hiasan;02-May-24;Boks 4
1264;LVII;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;26;"Atas;Bawah";Vas & Panil;Floral & Roset;"13x13;24,5x5,5";Kaligrafi & Hiasan;02-May-24;Boks 4
1265;LVII;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;26;"Atas;Bawah";Vas & Panil;Floral & Roset;"18x12;24x5";Kaligrafi & Hiasan;02-May-24;Boks 4
1266;LVII;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;54;14;Bawah;Panil;Floral & Roset;12,5x6;Kaligrafi dan Hiasan;07-May-24;Boks 4
1267;LVII;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;54;14;"Atas;Bawah";Panil;Floral & Roset;"12x6;13x6";Kaligrafi dan Hiasan;07-May-24;Boks 4
1268;LVII;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;26;"Atas;Bawah";Vas & Panil;Floral & Roset;"12x12;24,5x5,5";Kaligrafi & Hiasan;02-May-24;Boks 4
1269;LVIII;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;57;29;"Atas;Bawah";Vas & Panil;Floral;"19x12;27x7";Kaligrafi & Hiasan;29-Apr-24;Boks 4
1270;LVIII;2 Timur;2 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;57;28;Bawah;Panil;Floral;17,5x7,5;Kaligrafi dan Hiasan;07-May-24;Boks 4
1271;LVIII;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;57;28;"Atas;Bawah";Vas & Panil;Floral;"19x12;27x7";Kaligrafi & Hiasan;02-May-24;Boks 4
1273;LVIII;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;57;29;"Atas;Bawah";Vas & Panil;Floral;"13x7;27x7";Kaligrafi dan Hiasan;11-Jun-24;Boks 4
1274;LVIII;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;60,5;18,5;Bawah;Panil;Floral;17,5x7,5;Kaligrafi dan Hiasan;30-May-24;Boks 4
1275;LVIII;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;57;29;"Atas;Bawah";Vas & Panil;Floral;"13,5x12,5;27x7";Kaligrafi dan Hiasan;30-May-24;Boks 4
1276;LV;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;60;19;Bawah;Panil;Floral;17x7;Kaligrafi dan Hiasan;07-May-24;Boks 4
1278;LX;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;56;29;"Atas;Bawah";Vas;-;11,5x11;Kaligrafi dan Hiasan;06-May-24;Boks 4
1279;LX;2 Timur;2 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;36;16;-;-;-;-;Kaligrafi;07-May-24;Boks 4
1280;LXI;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;57;26;Atas;Vas;-;11x11;Kaligrafi dan Hiasan;30-May-24;Boks 4
1282;LX;1-3 Utara-Selatan;1-3 Utara-Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;68;18;-;-;-;-;Kaligrafi;06-May-24;Boks 4
1283;LX;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;55;29;Atas;Vas;-;11x11;Kaligrafi & Hiasan;29-Apr-24;Boks 4
1285;LX;7 Utara;7 Utara;1913 Juli ;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;30;15;-;-;-;-;Kaligrafi;29-Apr-24;Boks 4
1286;LX;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;30;Atas;Vas;-;11x11;Kaligrafi & Hiasan;29-Apr-24;Boks 4
1287;LX;7-5 Tengah;7-5 Tengah;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;69;16;-;-;-;-;Kaligrafi;29-Apr-24;Boks 4
1288;LXI;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;27;Atas;Vas;-;10x12;Kaligrafi dan Hiasan;06-May-24;Boks 4
1290;LXI;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;52;28;Atas;Vas;-;12x10;Kaligrafi dan Hiasan;06-May-24;Boks 4
1291;LXI;4 Barat;4 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;29;15;-;-;-;-;Kaligrafi;30-Apr-24;Boks 4
1292;LXI;4 Barat-Puncak-2 Timur;4 Barat-Puncak-2 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;14;55;-;-;-;-;Kaligrafi;28-May-24;Boks 4
1293;LXI;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;51;29;Atas;Vas;-;10x12;Kaligrafi & Hiasan;29-Apr-24;Boks 4
1295;LXI;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;51;28;Atas;Vas;-;10x12;Kaligrafi & Hiasan;29-Apr-24;Boks 4
1296;LXI;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;29;14;-;-;-;-;Kaligrafi;07-May-24;Boks 4
1298;LXII;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;29;"Atas;Bawah";Vas & Panil;Floral;12x13;Kaligrafi & Hiasan;29-Apr-24;Boks 4
1300;LXII;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;29;"Atas;Bawah";Vas & Panil;Floral;"12x3;26,5x7";Kaligrafi & Hiasan;29-Apr-24;Boks 4
1302;LXII;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;52;28;"Atas;Bawah";Vas & Panil;Floral;12x13;Kaligrafi & Hiasan;02-May-24;Boks 4
1304;LXII;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;53;29;"Atas;Bawah";Vas & Panil;Floral;"19x12;25,5x6,5";Kaligrafi dan Hiasan;06-May-24;Boks 4
1305;LXII;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;55,5;16;"Atas;Bawah";Vas & Panil;Floral;"8x9;13x7";Kaligrafi dan Hiasan;07-May-24;Boks 4
1307;-;2 Timur;2 Timur;1914 Februari 23;Makam Toengoe di Meurah;Aceh Utara;Nibong;Kroeëng Pase;Madi;-;Persegi Panjang;54;18;-;-;-;-;Kaligrafi;14-May-24;Boks 4
1308;-;Puncak + 4 Barat;Puncak + 4 Barat;1914 Februari 23;Makam Toengoe di Meurah;Aceh Utara;Nibong;Kroeëng Pase;Madi;-;Persegi Panjang;54;18;-;-;-;-;Kaligrafi;14-May-24;Boks 4
1309;-;3 Selatan;3 Selatan;1914 Februari 23;Makam Toengoe di Meurah;Aceh Utara;Nibong;Kroeëng Pase;Madi;-;Stele;51;35;Seluruh Sisi;Bingkai;Floral & Geometris;43x29;Kaligrafi dan Hiasan;14-May-24;Boks 4
1310;-;5 selatan;5 selatan;1914 Februari 23;Makam Toengoe di Meurah;Aceh Utara;Nibong;Kroeëng Pase;Madi;-;Stele;50;35;Seluruh Sisi;Bingkai;Floral & Geometris;42,5x28,5;Kaligrafi dan Hiasan;14-May-24;Boks 4
1311;-;6 Barat;6 Barat;1914 Februari 23;Makam Toengoe di Meurah;Aceh Utara;Nibong;Kroeëng Pase;Maddi;Maddi;Persegi Panjang;55;16;-;-;-;-;Kaligrafi;10-Jun-24;Boks 4
1312;-;8 Timur;8 Timur;1914 Februari 23;Makam Toengoe di Meurah;Aceh Utara;Nibong;Kroeëng Pase;Maddi;Maddi;Persegi Panjang;55;16;-;-;-;-;Kaligrafi;10-Jun-24;Boks 4
1313;-;5 selatan;5 selatan;1914 Februari 23;Makam Toengoe di Meurah;Aceh Utara;Nibong;Kroeëng Pase;Madi;-;Stele;50;35;Seluruh Sisi;Bingkai;Floral & Geometris;42x29;Kaligrafi dan Hiasan;15-May-24;Boks 4
1315;O;2 Timur;2 Timur;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;38;28;Atas;Mahkota;Floral;20x6;Kaligrafi dan Hiasan;22-May-24;Boks 5
1320;II;7 Utara;7 Utara;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;37;28;Atas;Mahkota;Floral;21x6;Kaligrafi dan Hiasan;22-May-24;Boks 5
1325;II;8 Timur;8 Timur;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;38;28;Atas;Mahkota;Floral;22x6;Kaligrafi dan Hiasan;22-May-24;Boks 5
1330;III;1 Utara;1 Utara;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;51;14;-;-;-;-;Kaligrafi;22-May-24;Boks 5
1331;III;2 Timur;2 Timur;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;50;14;-;-;-;-;Kaligrafi;22-May-24;Boks 5
1332;III;3 Selatan;3 Selatan;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;53;14;-;-;-;-;Kaligrafi;22-May-24;Boks 5
1333;III;4 Barat;4 Barat;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;50;14;-;-;-;-;Kaligrafi;22-May-24;Boks 5
1337;V;8 Timur;8 Timur;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;39;35;Atas;Mahkota;Floral;25x8;Kaligrafi dan Hiasan;22-May-24;Boks 5
1338;VII;5 Selatan;5 Selatan;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;47,5;35;Atas;Mahkota;Floral;23,5x11;Kaligrafi dan Hiasan;22-May-24;Boks 5
1340;VII;7 Utara;7 Utara;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja Oud. Dalem ;-;-;Persegi Panjang;48;38;Atas;Mahkota;Floral;22,5x9;Kaligrafi dan Hiasan;15-May-24;Boks 5
1342;VIII;5 Selatan;5 Selatan;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;37,5;30,5;Atas;Mahkota;Floral;20,5x8;Kaligrafi dan Hiasan;22-May-24;Boks 5
1346;IX;5 Selatan;5 Selatan;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;36;28;Atas;Mahkota;Floral;20x7;Kaligrafi dan Hiasan;22-May-24;Boks 5
1352;X;7 Utara;7 Utara;1914 Mei;Makam Koeta Radja;Banda Aceh;Kuta Raja;Koeta Radja (Oud. Dalem than Kazerne);-;-;Persegi Panjang;49;30;Atas;Mahkota;Floral;21x9;Kaligrafi dan Hiasan;22-May-24;Boks 5
1360;IV;7 Utara;7 Utara;1914 Mei;Makam Koeta Alam (bij den anden Gampong);Banda Aceh;Kuta Alam;Pango;Koeta Alam;-;Nisan Bersayap;57;42;Atas;Mahkota;Floral;33x42;Kaligrafi dan Hiasan;10-Jun-24;Boks 5
1366;VII;5 Selatan;5 Selatan;1914 Mei;Makam Koeta Alam (bij den anden Gampong);Banda Aceh;Kuta Alam;Pango;Koeta Alam;-;Nisan Bersayap;57;42;Atas;Vas;Floral;18x9;Kaligrafi dan Hiasan;10-Jun-24;Boks 5
1370;VIII;5 Selatan;5 Selatan;1914 Mei;Makam Koeta Alam (bij den anden Gampong);Banda Aceh;Kuta Alam;Pango;Koeta Alam;-;Nisan Bersayap;57;47;Atas;Mahkota;Floral;47x47;Kaligrafi dan Hiasan;10-Jun-24;Boks 5
1372;VIII;7 Utara;7 Utara;1914 Mei;Makam Koeta Alam (bij den anden Gampong);Banda Aceh;Kuta Alam;Pango;Koeta Alam;-;Nisan Bersayap;71;47;"Atas;Bawah";"Mahkota;Panil";Floral;"47x47;32x11,5";Kaligrafi dan Hiasan;10-Jun-24;Boks 5
1383;XIV;5 Selatan;5 Selatan;1914 Mei;Makam Koeta Alam (bij den anden Gampong);Banda Aceh;Kuta Alam;Pango;Koeta Alam;-;Nisan Bersayap;37;49;Atas;Mahkota;Floral;24x49;Kaligrafi dan Hiasan;10-Jun-24;Boks 5
1393;I;7 Utara;7 Utara;1914 Juni;Makam Bij Gampong Punie;Aceh Besar;Darul Imarah;III Moekims Daroj;Poenië;Oeleé Loeëng;Persegi Panjang;32;27;Atas;Mahkota;Floral ;27x6;Kaligrafi dan Hiasan;04-Jun-24;Boks 5
